monthly_salary,monthly_expenses,current_savings,annual_return_pct,goal_type,goal_cost,months_to_reach
54070.36,41070.86,1054962.07,13.7,car,1333288.21,11
163685.64,117014.13,3380831.09,2.23,property,7668399.87,76
102904.51,94308.63,72045.42,3.47,property,4559091.89,314
124844.17,90144.14,1174180.52,2.11,car,2063208.57,24
97149.14,40910.4,1135124.49,7.02,house,6979147.87,75
356223.28,331751.95,3570930.72,13.58,house,7716811.78,49
306194.31,270845.66,2815748.52,9.81,car,485047.88,0
214615.1,125813.77,1862878.79,4.24,house,12013839.45,91
317624.58,168436.9,275782.57,13.51,house,14725903.64,65
280245.97,199758.06,1268266.68,3.15,house,6141163.72,55
134874.33,96126.42,541465.93,2.66,car,1147748.75,15
184859.15,157206.81,392461.83,13.56,house,4421968.94,79
176155.55,76181.51,3503728.19,4.81,property,4661039.46,10
141813.34,106941.96,345157.31,7.21,property,5271741.64,99
382884.72,256640.18,4530221.31,13.81,property,5132744.38,4
301164.01,273512.06,1066257.27,3.36,house,13750438.26,276
290262.0,216189.75,3977009.38,5.32,car,742229.03,0
148757.48,73434.6,478325.17,13.52,house,14287668.46,96
390161.16,180252.66,3423741.89,0.81,property,2268876.62,0
113298.58,104182.7,2581477.79,0.49,property,2306642.23,0
49900.52,42448.99,1015981.96,7.41,house,1877857.17,54
392452.38,200247.14,8133815.18,10.9,house,13867857.65,20
234211.88,119714.55,1859596.48,6.35,property,5840797.6,30
293809.76,277420.66,5089342.35,13.2,property,3016276.67,0
95759.97,89079.04,1003379.36,7.9,house,6805870.78,207
373853.46,264235.26,4511272.49,13.47,car,1247997.64,0
364259.01,155132.05,1548099.62,4.0,car,1478070.14,0
365138.32,253264.29,8108638.59,13.12,house,8358615.19,2
329611.06,152022.84,3157154.14,2.0,house,9272173.83,33
170888.46,146373.43,745308.23,11.95,car,329801.73,0
350643.98,180830.72,2016320.64,10.88,property,7904743.48,28
120964.13,70266.08,2708992.3,4.0,property,7652427.08,74
267252.76,187107.06,1589484.97,12.56,house,12523803.22,75
134379.02,72570.17,996381.54,10.06,car,1296171.4,5
176806.71,131662.88,1943025.53,1.46,property,7277501.85,106
31395.32,23149.96,550701.96,6.94,property,6664637.28,245
369505.97,160828.67,1066369.86,5.16,property,3849756.03,13
368137.09,251875.29,2812587.82,2.93,property,2595201.13,0
360579.24,219869.45,7839081.23,11.17,house,5105300.38,0
278505.0,246247.47,3329061.48,1.57,car,1714194.79,0
82168.25,60711.06,1608922.37,0.35,property,3581916.04,89
149746.11,119075.58,530417.15,12.67,house,7615045.7,107
239375.79,141275.52,1860890.94,2.64,house,1545971.5,0
125889.79,48740.4,2499914.24,12.95,property,5751994.71,28
329810.62,276448.19,7380599.79,0.88,house,5894029.24,0
217274.72,204336.03,189636.74,12.89,house,13060520.65,218
87708.93,37435.41,650846.8,4.48,property,6850114.08,98
94049.67,56923.9,1363830.03,3.17,property,5692247.86,94
66898.8,60281.43,1225153.32,7.41,property,5705958.21,176
207863.31,93265.58,175015.89,1.7,house,9902864.03,81
153404.48,67882.22,2855405.18,2.46,property,700917.38,0
265052.63,184309.14,4015023.21,6.78,car,1056732.68,0
293271.87,272688.91,2479312.56,12.51,property,5621641.36,52
365626.95,160515.77,1323068.96,9.71,house,4562332.38,15
254060.47,225141.5,3679139.52,2.44,house,6408472.76,70
199998.94,153218.32,4293106.58,11.64,house,4544274.89,3
106122.13,64319.87,1291996.73,13.61,house,6860796.22,67
364811.24,248340.23,4019764.95,7.16,house,9696312.97,37
319406.63,134941.61,3876316.79,2.22,car,1138492.56,0
57494.71,37074.62,215220.07,1.4,property,6839913.31,273
332978.11,227148.75,7135974.72,7.82,property,5240900.1,0
89496.3,36137.2,1845120.5,9.33,property,3760563.51,26
288831.56,146519.35,5958220.41,10.91,house,4204105.56,0
188194.16,95526.11,655586.9,13.72,car,2460735.05,17
393339.21,171094.94,1523504.91,9.97,car,1696428.96,1
306664.9,161067.2,7338895.47,4.85,property,6935482.52,0
235107.94,183481.28,3752345.57,9.59,car,693004.06,0
384174.64,227821.87,3476260.51,11.49,property,7946770.89,22
148262.86,84947.85,175456.43,5.45,property,6427668.44,81
201939.61,167456.97,323115.17,9.07,property,915664.01,16
170791.5,141037.86,1130419.95,11.59,car,1368247.03,6
139797.02,120793.45,3186626.8,10.81,property,4712634.64,29
76428.92,67493.4,131586.93,10.85,car,1182843.8,74
41786.13,34295.01,665873.89,3.21,property,4051449.4,256
158842.51,61623.67,2784817.55,11.07,car,1095370.67,0
115542.28,45481.24,483280.73,8.77,car,1110232.36,9
182685.24,142901.5,315771.66,7.93,property,3066656.84,55
182740.78,65813.03,4093445.58,1.28,property,3319814.42,0
394211.05,277745.64,4265609.09,6.95,car,432435.87,0
325302.69,272187.94,141781.16,2.36,car,1766659.76,30
47025.85,40918.43,559942.85,1.9,property,1173540.41,83
136842.78,125140.05,1877177.36,10.53,house,13730148.7,177
255715.6,160501.03,3476890.26,6.35,car,1546068.33,0
218823.54,104897.8,866403.03,6.87,house,4622876.75,30
323198.15,304146.91,1437903.03,6.13,house,10611826.13,201
30760.98,28468.87,513427.5,13.49,property,5162280.84,180
266524.37,160504.7,1517470.95,8.92,car,2369550.16,8
280276.36,249464.33,4697097.21,4.32,car,1625759.39,0
259386.8,150272.82,1922160.14,0.43,property,5540851.18,33
318542.33,233224.12,1389015.32,1.75,car,648786.99,0
242715.53,136208.0,137002.11,4.89,house,5175880.48,44
127459.55,93561.72,2445818.95,3.98,car,1864126.18,0
20452.43,12322.98,275500.35,5.54,house,8854199.57,359
309755.81,200674.4,2213469.53,6.27,house,13965322.78,79
356229.14,143708.58,6978235.88,5.4,house,7259510.57,2
396430.93,199864.2,3145687.68,0.32,car,1076607.32,0
285632.01,180563.95,257994.63,10.35,house,9128125.13,63
254254.31,235879.76,2693342.89,1.54,property,4740744.88,89
156075.49,107939.6,1423996.33,4.5,car,1828387.28,8
245554.49,191878.61,1056353.37,4.9,car,1463835.64,7
195815.57,147772.74,2004680.44,3.29,car,2177315.81,4
253350.98,227939.64,3774513.61,7.83,property,6225880.02,43
252455.14,141175.08,1706756.13,9.2,car,956781.63,0
145554.88,73801.44,3147920.89,12.93,property,2160549.86,0
289433.94,237723.31,5499525.84,4.27,car,1170148.24,0
372641.15,262135.52,6734205.42,3.39,property,7585624.91,7
118221.9,82399.67,808890.02,8.05,house,13340491.24,167
120241.85,80020.32,1950866.29,9.2,property,1785030.14,0
105320.93,74355.8,1265125.83,1.8,property,4077710.3,81
375368.12,353970.75,6026981.3,7.46,property,4869776.74,0
374827.86,153625.21,1418588.46,13.54,property,3841572.94,10
43257.5,19639.0,893272.09,10.66,house,5912117.02,100
361710.36,239142.37,1672980.36,8.82,house,6502344.36,32
199594.7,139988.35,4115531.79,1.76,car,322353.41,0
134673.07,92925.9,2741695.62,5.34,car,626439.74,0
252156.6,173973.96,4980358.15,1.98,property,7059812.06,24
60521.71,49462.65,296372.64,12.09,house,13089367.68,232
348441.28,232500.58,4974951.96,2.66,property,3030363.67,0
277465.51,175583.5,15428.16,13.16,car,2329935.33,21
251603.9,230627.46,1576599.11,5.05,house,4053559.7,77
284389.92,167201.16,1510364.85,1.01,property,4630475.5,27
38262.01,18091.13,817505.06,2.67,house,3627212.96,113
274884.43,118595.9,5660257.03,2.73,house,5452193.73,0
120746.79,57324.22,312342.29,4.22,property,3880716.86,51
240189.32,156762.15,3995672.82,11.21,house,12049317.84,53
225303.47,82644.07,2985733.71,12.62,property,2853444.27,0
288981.63,125568.58,5967046.07,5.34,property,7694474.71,9
78136.44,65074.42,168156.96,9.28,house,7415081.36,207
128697.62,81013.83,581683.33,0.53,car,2151239.26,33
42209.23,20557.1,804277.57,11.69,car,659412.95,0
329725.36,235984.83,2218373.14,5.47,car,1286602.5,0
147974.16,129223.52,3275372.1,2.23,car,593648.45,0
397726.19,288019.42,2231464.6,1.91,car,1026415.93,0
237974.42,98684.25,1167471.18,0.14,car,782811.09,0
116382.78,73445.4,189156.87,9.69,property,7256777.73,103
317659.02,180786.12,6219395.8,6.13,house,3416925.11,0
201787.49,144475.14,3636551.57,4.41,property,924991.5,0
125637.72,71879.49,169007.99,13.18,car,2302517.4,33
299192.13,204550.83,1854860.47,6.83,car,363895.45,0
122924.23,110722.76,2337734.91,0.65,property,2720038.33,29
45878.52,42819.49,640311.14,10.38,car,499907.35,0
292725.74,270644.59,4650246.29,1.85,car,2238376.09,0
42226.08,35410.56,731908.75,12.83,house,10417476.97,197
227656.52,179345.17,5236690.66,11.64,house,10169607.03,41
282573.85,153344.06,1766313.35,1.48,property,7517863.93,43
89493.16,45482.73,829746.23,8.96,car,1481010.46,13
369789.31,163613.91,6014001.29,8.8,house,8328154.86,9
373830.93,171187.36,2841036.43,0.56,property,6364558.35,18
150432.0,88231.64,1927129.55,9.98,property,5935303.21,43
76024.49,37893.89,454511.7,2.63,property,6270657.3,129
48997.47,22626.26,152861.22,1.2,car,562296.79,16
193998.05,127671.6,1097437.01,4.85,property,4645991.86,46
326790.12,260010.02,392121.63,12.83,car,1299712.13,13
38803.83,32774.78,271330.05,0.5,property,7493993.01,956
247340.41,138884.87,3489025.08,8.67,house,10875006.52,47
87717.06,47455.25,1864688.33,10.7,house,2877319.44,17
86691.1,77431.59,1966874.92,10.48,car,784686.47,0
192673.33,86342.67,1668011.07,4.05,car,548571.12,0
86936.08,65852.02,1429436.09,3.65,property,3368751.06,69
384083.33,343855.58,6821669.35,0.02,property,6623404.79,0
96895.54,50767.26,702396.33,12.28,car,970413.17,5
339434.77,220448.44,4881509.1,12.91,car,896116.67,0
27907.63,12550.79,576135.04,8.59,house,11840395.68,230
280054.79,110011.93,5149123.6,4.39,property,3861462.83,0
117803.89,90849.71,513604.23,5.98,property,2069023.05,47
380098.89,269353.12,2887526.76,3.26,car,1295171.17,0
209243.09,113272.51,856204.42,12.77,property,1652082.2,8
178977.13,157767.15,1500356.73,1.17,property,1503659.2,1
268565.54,186283.17,5977923.64,2.11,house,3079845.79,0
142580.52,123875.56,3178759.93,5.75,car,633596.48,0
140743.52,113224.01,2368312.95,5.63,house,4798910.64,56
273982.52,229438.01,4246198.29,2.41,property,5920398.99,31
272350.52,251208.82,279401.56,5.28,house,10453811.95,251
256930.9,94098.56,4124192.29,4.75,car,750477.98,0
60648.28,45050.8,1106636.67,0.57,house,9247604.48,454
343633.71,166548.85,7055810.4,0.9,property,1127809.7,0
343191.42,139547.37,6826783.08,10.95,house,11613974.34,17
214317.48,192246.62,579442.76,5.21,car,2213406.44,59
226507.15,152093.05,5389605.05,4.17,car,528758.63,0
241482.67,161431.88,1519276.88,7.52,house,5675602.48,41
136125.99,58553.11,2733911.32,0.01,house,3898428.41,16
372666.09,335153.43,4452566.86,8.94,house,4801451.4,5
139197.78,76054.24,2461291.74,5.43,house,5303881.19,36
350682.19,280321.52,6523284.5,1.66,house,11276976.35,58
102730.38,76544.65,275629.05,1.97,house,12416954.78,341
88037.36,41024.07,36146.91,9.66,car,925508.63,18
252459.01,168930.05,4821993.45,1.58,property,4141981.63,0
214210.36,188073.42,3971386.1,9.8,car,498104.72,0
347826.32,214924.7,6890153.02,5.69,property,4955460.98,0
252927.18,175840.13,3198087.8,9.12,property,5737317.26,24
62139.59,42238.25,85026.44,12.25,house,7032588.08,147
300250.18,239322.1,5089099.1,0.87,house,14139323.64,134
304238.38,204918.19,1412092.92,5.54,car,308467.46,0
260087.16,142003.03,1120208.47,3.42,property,7243583.49,48
228936.66,80390.33,1952068.1,9.65,house,12873092.29,54
254058.89,189525.61,3442326.66,8.56,car,1292424.1,0
222913.11,135824.82,4401026.81,10.59,car,2187148.05,0
87377.95,59721.61,1865418.79,12.35,property,5070603.4,53
166438.52,137105.77,3833699.21,3.0,house,7001372.08,75
303853.85,198536.56,4630730.83,12.37,property,7347882.17,17
305016.16,247300.45,1295951.18,6.37,car,1254917.57,0
135787.06,110827.08,2673.85,1.04,car,1760412.82,69
320618.74,150907.24,1736026.05,8.52,car,1780659.18,1
342676.5,270253.15,1840631.29,12.57,house,11451837.15,72
296762.7,115138.12,3396418.66,9.92,property,7557309.04,19
27518.24,25360.83,318514.95,5.4,property,825865.68,110
307096.71,240767.2,6084360.49,2.34,property,7241404.68,15
224525.98,92116.43,3525179.27,3.73,car,1666573.8,0
197493.78,121805.63,1942161.17,6.45,property,5710951.7,40
153890.45,108654.74,2140512.99,7.47,car,1490239.12,0
133585.26,99714.01,571301.67,9.46,property,6664314.83,104
77256.61,45154.45,683516.04,13.35,house,8707198.83,107
310213.36,222417.19,2634842.09,11.61,car,1012080.12,0
97573.21,70257.16,1389075.47,12.48,car,1055542.9,0
104935.97,53905.32,1095922.64,8.91,house,11465350.52,113
356905.88,248977.17,5206512.53,6.23,property,4063846.38,0
310636.23,185513.02,4400589.63,13.96,car,1981833.65,0
238155.84,139991.42,123423.9,0.05,property,3929632.45,39
280680.63,182110.73,3766621.56,9.6,property,2631699.72,0
124803.85,115089.74,579712.64,8.52,property,6852349.16,204
62766.93,39369.05,435314.18,6.42,property,3075220.12,83
171493.84,119859.61,3327367.07,1.5,house,5455058.49,38
242026.36,88768.64,1684595.0,0.14,property,1749989.68,1
263203.7,219438.75,5532573.0,4.57,car,560188.66,0
357299.3,131786.07,3416966.9,13.46,car,1172756.76,0
130153.63,92551.94,191190.12,11.76,car,895231.07,17
336754.25,190313.82,843566.6,3.1,property,7079448.69,40
237791.07,110328.48,3799285.3,0.58,house,5619137.15,15
329625.34,224355.9,4895761.91,10.32,house,12751002.03,45
302534.88,125125.94,2524106.45,13.78,car,332051.56,0
371672.65,229785.47,3305430.64,0.18,car,768278.94,0
278269.68,217640.92,5074118.16,5.65,property,7164534.02,24
315850.63,177992.75,1541142.03,12.76,house,6729934.65,29
56894.73,28824.89,771947.64,11.56,property,5487248.36,86
360937.01,190038.33,3887945.65,0.73,house,13838738.22,57
366661.15,272127.33,4671141.32,2.27,property,6527344.04,18
31867.4,23219.04,156057.15,5.21,property,1421564.33,107
107751.95,97123.34,783613.84,13.57,car,1623196.56,36
376494.14,220639.42,2478163.48,4.8,house,9041452.25,37
373067.74,313787.32,3350672.77,4.21,car,1131225.57,0
319211.03,135865.03,2479176.28,4.82,property,3771409.69,7
201520.98,108671.36,2057788.18,2.5,car,574745.21,0
23007.47,11309.26,514559.4,9.07,house,7434287.14,196
31171.83,20241.19,359399.0,5.44,property,2664302.77,134
318477.6,182621.19,1703248.77,6.12,car,512055.59,0
333154.0,162931.02,1800824.01,0.09,car,2432788.14,4
129238.55,101735.61,676676.57,2.33,property,922674.51,9
301588.48,176921.41,4765667.65,13.25,car,2344450.58,0
316070.43,155537.35,5907742.71,2.0,house,8177821.97,14
181727.5,93120.8,2802404.03,10.24,property,3098787.88,3
141974.31,107199.7,1888180.53,2.39,property,5514450.4,87
84718.25,72435.7,284537.64,12.03,car,1193376.48,48
391449.38,213972.12,3459567.54,1.18,car,420426.08,0
368170.04,245737.23,5626216.12,5.09,property,1195596.05,0
190330.01,101703.56,2154303.89,10.71,property,2111179.56,0
313503.36,165698.4,6574880.51,10.25,property,2718474.47,0
336641.4,288320.79,962114.3,8.13,property,6543332.4,78
237008.91,111314.38,1646083.51,12.62,car,380623.45,0
107919.84,70830.71,78440.89,2.73,property,2133299.3,52
51595.44,42437.72,852415.44,3.36,property,4408742.29,223
248332.64,114067.1,5580565.46,7.18,property,4512109.2,0
86531.38,77719.48,141878.33,11.12,house,8834618.28,238
94593.72,49297.01,1259652.19,2.58,property,969461.59,0
88984.92,54912.79,652927.73,4.57,property,2095301.7,37
144426.29,70170.34,2815161.24,10.98,car,523359.76,0
234519.52,97191.45,2391287.4,6.7,house,5269420.4,19
164976.05,66414.97,1897320.2,10.39,car,1603477.71,0
171046.39,155529.99,4051487.89,3.14,house,3343448.22,0
249748.46,125916.06,2254153.26,11.11,house,14617528.62,64
149752.92,107186.38,2067005.64,11.06,property,776984.02,0
38325.2,27109.19,312995.17,3.19,car,1468841.77,86
108901.97,98956.41,1852736.72,2.29,property,1137382.86,0
245891.37,183961.83,1714409.99,4.02,property,2711067.85,15
125235.43,114306.11,2333824.39,4.17,property,5113041.19,119
193972.05,111034.89,794648.68,12.75,house,12622450.41,82
358136.52,195956.56,6102463.66,4.88,property,1448138.08,0
216958.84,90406.12,3084299.46,2.51,car,1270436.24,0
241846.66,190738.86,3536007.31,12.56,property,6789437.32,32
331600.64,175597.08,4301108.93,8.95,house,13632634.76,43
195606.4,177168.18,3523791.79,7.41,house,13993447.25,156
328136.37,270366.17,6259306.53,2.89,house,11767417.34,70
80752.87,76468.79,1903266.03,1.47,car,1897462.8,0
262514.22,124944.18,3167669.8,10.53,property,1355577.05,0
51128.09,25434.03,1209982.9,6.88,property,1098397.77,0
379198.8,209293.33,103353.06,11.49,property,6461951.15,32
269542.64,234469.7,5457980.06,8.02,car,2133467.93,0
189212.06,131739.9,1682049.15,2.07,house,13982257.52,175
242376.42,116972.49,4591493.5,1.25,property,2848107.29,0
211745.17,169505.14,3834506.07,6.51,property,589165.5,0
337731.12,182729.47,1025647.78,5.52,property,6083099.04,30
66307.0,32800.66,930143.56,0.15,property,1442376.69,16
237932.0,150988.4,767479.79,12.13,house,3137044.86,23
294932.64,110705.18,418125.83,7.44,property,6482008.23,30
345122.4,269301.53,353818.08,4.59,car,958541.09,8
291560.79,138185.36,487574.52,4.81,property,6463060.75,36
221753.26,104974.66,4031612.66,1.96,house,2564689.58,0
282278.71,185116.74,4061994.08,7.96,car,1077105.68,0
323422.08,124909.55,55222.9,4.67,house,14668274.47,65
391097.43,334361.9,4038019.73,5.13,house,7579897.28,44
113597.9,84107.53,2346771.29,11.49,car,1586522.97,0
235877.93,133092.0,4471418.55,1.62,house,5417393.78,9
169297.21,128209.72,173038.01,1.88,property,7332601.65,154
199183.98,91430.72,134678.82,2.22,property,3663681.57,32
310969.54,179406.47,34972.77,12.8,house,3890703.84,26
51238.59,42750.54,315332.19,11.44,property,3591564.97,139
33285.53,13743.79,798194.47,6.47,house,10067180.94,211
97800.33,65648.27,1920333.61,12.87,house,12681179.07,109
36284.41,20826.63,108365.31,2.64,property,4601472.03,223
71440.19,67016.44,14183.84,2.0,house,4315163.41,577
71041.94,61403.62,1487383.85,3.69,house,10631834.82,356
192249.3,128292.02,2671549.9,8.29,car,2338443.01,0
238630.9,165867.47,257169.28,6.93,house,10884829.08,105
347014.17,258721.75,5053738.11,13.51,car,1553269.17,0
85790.62,57646.89,1767004.5,13.14,property,3907585.61,37
122456.52,66364.16,2824091.28,1.57,property,2278471.14,0
335944.41,183825.68,6035845.5,6.35,house,3164359.35,0
121035.18,56635.7,1864339.23,5.95,property,7698916.54,67
394345.34,324665.19,7169756.23,11.75,house,11971405.46,30
310953.31,115385.1,2276677.33,2.92,property,6200050.14,20
362435.43,237161.17,1787935.38,6.58,property,6105596.7,30
385484.22,186368.83,2165216.37,5.67,house,7568346.19,25
335172.04,136272.86,5771341.7,8.47,property,7348582.35,7
377990.24,211471.92,4650650.5,8.92,house,14585882.45,43
90790.09,38733.76,290325.49,3.7,car,2433754.56,39
371055.29,144968.35,7546217.22,12.07,car,2267765.09,0
252260.98,197897.91,2155920.1,6.47,car,890768.09,0
126209.42,45663.6,2142357.74,6.93,property,6791492.43,45
123402.33,85026.14,472564.88,5.2,car,2148415.13,39
264433.69,101991.63,3063545.84,8.63,car,2400453.29,0
370966.83,161934.08,2466613.49,13.33,car,1592239.76,0
299443.91,190087.49,5349808.38,13.76,property,3551553.79,0
89666.25,51460.95,2134463.78,11.79,car,708148.78,0
25315.74,21503.92,421596.46,9.43,car,1222275.23,81
60995.27,51666.8,75562.45,2.69,house,8598846.27,493
57702.37,33403.3,69603.62,0.17,property,3495172.21,140
283894.26,128292.14,6365477.82,2.12,car,369954.57,0
147384.04,121658.68,1382782.09,11.24,property,1516564.65,4
237071.67,110939.19,5453233.61,8.17,car,1045721.14,0
200802.51,107990.2,288830.28,6.93,car,1033784.38,8
323217.71,300404.39,201663.51,6.46,property,3961093.46,115
92012.49,75194.03,1444997.66,2.4,car,540145.57,0
225403.63,130374.55,223184.48,7.13,car,1741189.15,16
208333.42,96121.44,124758.68,11.53,house,13246873.51,79
289779.18,149988.73,2834128.6,1.57,house,2997951.1,2
83529.87,69717.86,1933375.14,6.64,car,1300533.96,0
136429.44,81071.47,3219463.1,2.03,car,1971067.8,0
131391.59,107992.2,2845599.59,2.57,car,504254.54,0
170978.34,74622.2,743073.43,12.76,house,11696938.97,71
73928.11,58369.27,1661642.25,10.23,property,2536978.84,27
301924.97,186482.92,6105430.55,12.37,house,9829824.97,20
99132.77,45559.33,1526373.71,4.94,car,794228.46,0
69608.99,41444.16,1088482.55,8.44,house,11222701.29,157
29160.45,27189.34,93735.58,13.27,property,3193177.21,229
225218.96,93954.16,200293.79,1.48,property,5505611.28,40
141474.27,128470.6,1974218.66,11.78,car,2071931.03,3
225387.19,133600.97,4097258.13,4.0,property,6517503.1,23
356260.54,179263.02,4753962.8,11.08,property,5558483.84,4
68222.65,42855.11,1635914.64,12.71,property,4441391.72,51
138545.39,70005.7,1699692.05,3.23,property,4681176.83,39
53656.89,36955.27,736456.32,6.87,property,6847780.82,173
69639.21,42640.78,72890.68,5.65,property,5945747.29,149
221052.88,186641.11,4741498.53,13.64,house,9707047.62,44
297537.66,126963.64,1409475.13,4.56,car,912925.48,0
122225.9,74830.09,1317245.22,13.31,property,1682902.52,6
105120.55,97686.27,1034937.26,3.84,car,625675.25,0
345159.53,155633.65,8266192.94,2.79,property,4187509.82,0
376744.16,165402.23,131512.2,12.64,car,2233028.3,10
309317.75,108628.37,153083.93,7.68,house,4857002.09,22
130842.51,101872.71,1266470.03,3.35,car,1646810.15,12
21276.3,14098.86,392225.02,7.95,car,566899.78,17
65262.16,54101.86,36248.15,13.37,car,1145862.81,66
306128.06,222452.65,6027538.83,1.94,house,4220810.62,0
193563.61,164335.79,3127619.88,13.23,property,5950667.67,37
301204.8,217067.92,2806298.02,7.58,property,3026288.03,3
226464.13,193759.8,446771.14,11.96,property,3689430.52,64
399990.48,233236.34,390043.13,0.32,property,6619517.36,38
389527.52,256710.32,6397259.56,3.49,car,2258700.96,0
294744.76,146367.63,3152607.88,13.01,property,7117853.53,20
140969.49,105345.33,1878714.94,5.17,house,5951302.2,79
73778.22,51201.98,1425139.93,2.1,car,716047.66,0
118714.21,101942.11,34298.79,5.08,house,11795628.35,325
125538.95,74905.26,1345208.24,5.25,property,5054071.7,58
115145.49,80510.05,1945646.35,12.09,house,7461826.16,71
292123.33,118980.17,3859789.02,3.74,property,5907633.0,11
327843.06,253686.26,4241566.88,1.28,property,1641556.59,0
72353.65,34982.65,775755.66,12.91,house,14569970.75,136
76730.89,67861.55,259175.6,7.43,property,7154319.28,264
208814.65,159387.45,4534624.82,6.55,house,10101841.99,64
93208.29,50047.61,2127464.21,3.11,house,1734857.41,0
131970.51,58816.91,299946.52,10.8,car,1513653.03,16
146165.91,99300.92,2408645.75,13.14,property,1825170.44,0
259987.73,142062.08,3522069.31,4.02,house,3044700.52,0
32048.72,20151.88,132984.0,0.78,house,7013379.87,489
40437.2,17253.43,235153.27,2.01,car,365174.38,6
294894.39,235143.64,1244084.18,13.77,car,1549156.28,5
396277.97,287811.94,652848.44,1.25,car,1740700.71,10
120506.94,80668.67,1082425.94,6.97,house,7375553.7,101
143538.87,132548.41,2659157.11,10.23,house,5712763.55,68
295654.32,275664.25,2167464.27,2.49,car,2452632.69,12
179205.53,86244.06,2726847.63,5.36,car,535556.04,0
53482.78,26311.32,469729.8,10.07,property,7872766.58,132
386334.77,206873.23,7838061.48,3.63,house,9037512.62,6
180305.18,116243.01,1773477.37,2.37,house,11717641.03,130
304792.24,129759.37,3356474.3,13.34,house,7616353.16,19
21441.47,12547.35,215258.08,11.33,house,14080411.21,273
317605.24,292712.01,6524315.79,3.86,car,2404063.87,0
256132.44,157561.89,6133592.01,11.93,house,8393595.77,14
340837.49,280871.96,2400465.09,6.54,car,1757261.22,0
239708.82,175818.55,2080321.34,0.51,car,2073808.05,0
135257.07,93242.86,3224815.35,13.63,car,817645.66,0
348355.88,291579.8,2571698.5,4.3,house,13362519.32,129
306482.01,207981.83,6969211.7,2.11,house,12173503.73,46
184472.98,92543.95,3268513.49,4.99,house,4966501.77,16
318548.79,114777.95,3055541.08,9.67,house,10178044.24,28
53417.74,22661.67,859701.58,8.57,car,1502744.35,17
50516.98,22129.02,301983.62,12.0,house,4652273.32,88
105631.98,79889.56,2000133.07,7.01,property,6547186.64,93
295125.95,196831.61,1963608.29,11.22,property,673993.28,0
173957.68,87988.18,3231986.85,4.86,car,2096429.08,0
397326.06,182391.3,1535247.54,12.29,house,4146989.83,11
304905.71,121766.24,5314194.67,3.46,car,560620.5,0
172550.46,92585.95,3080954.08,7.39,car,2112350.4,0
111092.64,48366.02,1902430.22,8.99,property,3387879.18,19
395232.63,186384.38,592677.99,9.78,car,1608283.9,5
229288.34,161725.32,3325914.45,13.41,car,496823.98,0
124888.54,114025.12,629008.44,12.87,house,12479433.72,198
111466.71,89187.57,1327921.59,1.38,house,11786022.43,356
230814.84,87098.51,4150318.56,12.38,house,13435432.24,41
79123.47,74583.12,673711.43,10.01,car,1887868.79,84
118180.79,82620.27,808059.8,13.69,house,12589920.69,123
144889.57,82412.48,32776.05,1.69,car,2408049.71,38
149475.92,82603.13,594251.01,1.67,house,13955423.71,175
232082.45,175360.9,4662746.08,7.32,car,1337682.48,0
316168.06,224241.11,426736.56,3.17,car,2380085.5,21
60197.78,22062.14,997249.97,1.55,property,4024862.41,74
337220.03,144285.35,1641338.46,8.34,property,5253074.48,17
165994.97,106016.51,3087083.83,7.5,house,6074448.01,34
106140.31,65641.97,1067920.97,12.09,car,700534.59,0
128982.47,46298.85,2237468.65,7.69,house,7784548.18,49
388706.63,143388.7,1583277.7,3.6,house,4121087.85,11
311852.3,149056.78,2958316.0,2.61,car,1159546.76,0
34459.55,32598.34,498255.96,10.69,property,3143086.81,176
193239.31,113826.93,2189756.0,5.45,house,10710243.51,80
155472.78,95173.97,2574978.23,3.44,house,10909249.68,106
377049.16,345374.44,809382.96,0.77,car,2145205.04,41
359966.67,303837.37,3355423.72,0.06,car,778688.36,0
158311.9,148422.96,3628475.13,9.08,house,13552638.49,147
79485.48,68287.63,1340728.6,9.73,property,4536451.92,97
104409.93,45123.06,1357736.63,4.1,car,784859.43,0
23883.18,21440.52,423357.21,8.41,car,2090904.34,165
140229.27,68316.88,495940.8,5.16,car,1129525.38,9
293484.16,237191.08,5031306.61,13.85,property,2681012.36,0
290907.75,144593.03,4662063.91,13.1,house,4641079.35,0
228981.23,92985.49,1790733.82,11.48,house,13813133.63,59
179832.22,145884.3,670996.16,7.08,property,6404284.98,109
345098.64,146103.61,3913076.11,7.73,house,11550210.0,31
367469.75,153124.74,4815400.02,1.07,house,13752699.53,41
145216.0,59406.17,816265.73,5.21,property,4233129.05,36
57415.7,32575.85,213261.87,11.96,property,842108.37,22
275149.71,195118.22,1061700.29,10.28,car,637718.23,0
318971.8,194916.97,5650744.43,13.87,house,7208495.27,8
195778.87,85126.19,1682616.26,6.18,car,1313523.64,0
43235.53,28104.14,127115.62,5.38,house,11688432.43,327
202660.05,191907.87,3660714.08,6.74,property,959010.74,0
57127.0,30896.0,1341844.81,7.42,car,2255068.0,25
132672.6,52238.19,960700.72,11.85,property,3942640.62,29
88805.8,33736.11,1199139.36,4.65,house,10750891.03,125
173074.12,75893.06,1872807.07,7.77,house,14959927.9,89
190504.05,115667.67,622293.28,6.23,house,10723100.67,100
74650.4,68481.08,1540187.26,9.89,house,4311318.56,97
228426.14,206156.45,2608926.23,9.68,house,9650517.76,105
102797.48,68607.89,1781362.49,11.7,property,890886.67,0
